"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_dt_h2d","mean_dt_d2h","mean_cuda","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_dt_h2d","sd_dt_d2h","sd_cuda","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_dt_h2d","se_dt_d2h","se_cuda","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"951","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"EXTRALARGE_DATASET",4096,4096,4096,2,0,344400060187,344400060187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344400060187,0,0,2,0,0,0
"952","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"HUGE_DATASET",8192,8192,8192,2,0,2435419293284,2464836291464,26756914975,0,0,1991753979,668329226,26756914975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464836291464,0,0,0,2,2,2
"953","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"LARGE_DATASET",2048,2048,2048,2,0,22801878413,22801878413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22801878413,0,0,2,0,0,0
"954","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"MEDIUM_DATASET",512,512,512,2,0,201745867,201745867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201745867,0,0,2,0,0,0
"955","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"MINI_DATASET",64,64,64,2,0,11436399,11436399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11436399,0,0,2,0,0,0
"956","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"SMALL_DATASET",256,256,256,2,0,50295716,50295716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50295716,0,0,2,0,0,0
"957","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"STANDARD_DATASET",1024,1024,1024,2,0,2212436614,2212436614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212436614,0,0,2,0,0,0
"958","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"TINY_DATASET",128,128,128,2,0,14587954,14587954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14587954,0,0,2,0,0,0
"959","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,6,"TOY_DATASET",32,32,32,2,0,10664840,10664840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664840,0,0,2,0,0,0
"960","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"EXTRALARGE_DATASET",4096,4096,4096,2,0,250762429332,250762429332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250762429332,0,0,2,0,0,0
"961","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"HUGE_DATASET",8192,8192,8192,2,0,2081067774324,2081067774324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081067774324,0,0,2,0,0,0
"962","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"LARGE_DATASET",2048,2048,2048,2,0,24124499861,24124499861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24124499861,0,0,2,0,0,0
"963","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"MEDIUM_DATASET",512,512,512,2,0,206341019,206341019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206341019,0,0,2,0,0,0
"964","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"MINI_DATASET",64,64,64,2,0,11505060,11505060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11505060,0,0,2,0,0,0
"965","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"SMALL_DATASET",256,256,256,2,0,48625056,48625056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48625056,0,0,2,0,0,0
"966","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"STANDARD_DATASET",1024,1024,1024,2,0,2226863578,2226863578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226863578,0,0,2,0,0,0
"967","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"TINY_DATASET",128,128,128,2,0,13236415,13236415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13236415,0,0,2,0,0,0
"968","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,8,"TOY_DATASET",32,32,32,2,0,15787381,15787381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15787381,0,0,2,0,0,0
"969","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"EXTRALARGE_DATASET",4096,4096,4096,2,0,237773789511,237773789511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237773789511,0,0,2,0,0,0
"970","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"HUGE_DATASET",8192,8192,8192,2,0,1860143527959,1860143527959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860143527959,0,0,2,0,0,0
"971","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"LARGE_DATASET",2048,2048,2048,2,0,25973355758,25973355758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25973355758,0,0,2,0,0,0
"972","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"MEDIUM_DATASET",512,512,512,2,0,203756518,203756518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203756518,0,0,2,0,0,0
"973","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"MINI_DATASET",64,64,64,2,0,11419989,11419989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11419989,0,0,2,0,0,0
"974","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"SMALL_DATASET",256,256,256,2,0,50450630,50450630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50450630,0,0,2,0,0,0
"975","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"STANDARD_DATASET",1024,1024,1024,2,0,2278684539,2278684539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278684539,0,0,2,0,0,0
"976","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"TINY_DATASET",128,128,128,2,0,13492250,13492250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13492250,0,0,2,0,0,0
"977","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,10,"TOY_DATASET",32,32,32,2,0,9886225,9886225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9886225,0,0,2,0,0,0
"978","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"EXTRALARGE_DATASET",4096,4096,4096,2,0,195829167657,195829167657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195829167657,0,0,2,0,0,0
"979","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"HUGE_DATASET",8192,8192,8192,2,0,1697186118986,1697186118986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697186118986,0,0,2,0,0,0
"980","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"LARGE_DATASET",2048,2048,2048,2,0,28492069018,28492069018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28492069018,0,0,2,0,0,0
"981","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"MEDIUM_DATASET",512,512,512,2,0,204000346,204000346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204000346,0,0,2,0,0,0
"982","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"MINI_DATASET",64,64,64,2,0,11430745,11430745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11430745,0,0,2,0,0,0
"983","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"SMALL_DATASET",256,256,256,2,0,47877030,47877030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47877030,0,0,2,0,0,0
"984","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"STANDARD_DATASET",1024,1024,1024,2,0,2296670455,2296670455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296670455,0,0,2,0,0,0
"985","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"TINY_DATASET",128,128,128,2,0,13474440,13474440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13474440,0,0,2,0,0,0
"986","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,12,"TOY_DATASET",32,32,32,2,0,11702999,11702999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702999,0,0,2,0,0,0
"987","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"EXTRALARGE_DATASET",4096,4096,4096,2,0,198601002294,198601002294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198601002294,0,0,2,0,0,0
"988","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"HUGE_DATASET",8192,8192,8192,2,0,1677522005850,1677522005850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677522005850,0,0,2,0,0,0
"989","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"LARGE_DATASET",2048,2048,2048,2,0,20849153898,20849153898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20849153898,0,0,2,0,0,0
"990","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"MEDIUM_DATASET",512,512,512,2,0,201296908,201296908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201296908,0,0,2,0,0,0
"991","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"MINI_DATASET",64,64,64,2,0,11688959,11688959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11688959,0,0,2,0,0,0
"992","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"SMALL_DATASET",256,256,256,2,0,49356661,49356661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49356661,0,0,2,0,0,0
"993","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"STANDARD_DATASET",1024,1024,1024,2,0,2225932640,2225932640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225932640,0,0,2,0,0,0
"994","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"TINY_DATASET",128,128,128,2,0,14697683,14697683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14697683,0,0,2,0,0,0
"995","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,14,"TOY_DATASET",32,32,32,2,0,11675478,11675478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11675478,0,0,2,0,0,0
"996","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"EXTRALARGE_DATASET",4096,4096,4096,2,0,140724931772,140724931772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140724931772,0,0,2,0,0,0
"997","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"HUGE_DATASET",8192,8192,8192,2,0,1545363872153,1545363872153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545363872153,0,0,2,0,0,0
"998","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"LARGE_DATASET",2048,2048,2048,2,0,23511299769,23511299769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23511299769,0,0,2,0,0,0
"999","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"MEDIUM_DATASET",512,512,512,2,0,203890482,203890482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203890482,0,0,2,0,0,0
"1000","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"MINI_DATASET",64,64,64,2,0,12001716,12001716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001716,0,0,2,0,0,0
"1001","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"SMALL_DATASET",256,256,256,2,0,49336131,49336131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49336131,0,0,2,0,0,0
"1002","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"STANDARD_DATASET",1024,1024,1024,2,0,2261005655,2261005655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261005655,0,0,2,0,0,0
"1003","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"TINY_DATASET",128,128,128,2,0,22456747,22456747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456747,0,0,2,0,0,0
"1004","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,16,"TOY_DATASET",32,32,32,2,0,12935107,12935107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12935107,0,0,2,0,0,0
"1005","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"EXTRALARGE_DATASET",4096,4096,4096,2,0,146187343192,146187343192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146187343192,0,0,2,0,0,0
"1006","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"LARGE_DATASET",2048,2048,2048,2,0,20500767800,20500767800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20500767800,0,0,2,0,0,0
"1007","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"MEDIUM_DATASET",512,512,512,2,0,202522178,202522178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202522178,0,0,2,0,0,0
"1008","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"MINI_DATASET",64,64,64,2,0,11516028,11516028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11516028,0,0,2,0,0,0
"1009","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"SMALL_DATASET",256,256,256,2,0,49659719,49659719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49659719,0,0,2,0,0,0
"1010","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"STANDARD_DATASET",1024,1024,1024,2,0,4367422167,4367422167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4367422167,0,0,2,0,0,0
"1011","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"TINY_DATASET",128,128,128,2,0,17652973,17652973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17652973,0,0,2,0,0,0
"1012","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,18,"TOY_DATASET",32,32,32,2,0,11261165,11261165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11261165,0,0,2,0,0,0
"1013","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"EXTRALARGE_DATASET",4096,4096,4096,2,0,184885752975,184885752975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184885752975,0,0,2,0,0,0
"1014","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"LARGE_DATASET",2048,2048,2048,2,0,25018624946,25018624946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25018624946,0,0,2,0,0,0
"1015","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"MEDIUM_DATASET",512,512,512,2,0,249147678,249147678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249147678,0,0,2,0,0,0
"1016","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"MINI_DATASET",64,64,64,2,0,13651003,13651003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13651003,0,0,2,0,0,0
"1017","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"SMALL_DATASET",256,256,256,2,0,48405606,48405606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48405606,0,0,2,0,0,0
"1018","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"STANDARD_DATASET",1024,1024,1024,2,0,2240429652,2240429652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240429652,0,0,2,0,0,0
"1019","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"TINY_DATASET",128,128,128,2,0,14803770,14803770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14803770,0,0,2,0,0,0
"1020","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,20,"TOY_DATASET",32,32,32,2,0,11392191,11392191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11392191,0,0,2,0,0,0
"1021","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"EXTRALARGE_DATASET",4096,4096,4096,2,0,186797274791,186797274791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186797274791,0,0,2,0,0,0
"1022","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"LARGE_DATASET",2048,2048,2048,2,0,13219741845,13219741845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13219741845,0,0,2,0,0,0
"1023","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"MEDIUM_DATASET",512,512,512,2,0,205832279,205832279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205832279,0,0,2,0,0,0
"1024","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"MINI_DATASET",64,64,64,2,0,14696070,14696070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14696070,0,0,2,0,0,0
"1025","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"SMALL_DATASET",256,256,256,2,0,53096861,53096861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53096861,0,0,2,0,0,0
"1026","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"STANDARD_DATASET",1024,1024,1024,2,0,2241459215,2241459215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241459215,0,0,2,0,0,0
"1027","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"TINY_DATASET",128,128,128,2,0,19791306,19791306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19791306,0,0,2,0,0,0
"1028","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,22,"TOY_DATASET",32,32,32,2,0,15730179,15730179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15730179,0,0,2,0,0,0
"1029","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"EXTRALARGE_DATASET",4096,4096,4096,2,0,198355862359,198355862359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198355862359,0,0,2,0,0,0
"1030","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"LARGE_DATASET",2048,2048,2048,2,0,22350196161,22350196161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22350196161,0,0,2,0,0,0
"1031","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"MEDIUM_DATASET",512,512,512,2,0,209856874,209856874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209856874,0,0,2,0,0,0
"1032","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"MINI_DATASET",64,64,64,2,0,15058355,15058355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15058355,0,0,2,0,0,0
"1033","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"SMALL_DATASET",256,256,256,2,0,51955761,51955761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51955761,0,0,2,0,0,0
"1034","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"STANDARD_DATASET",1024,1024,1024,2,0,2250406880,2250406880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250406880,0,0,2,0,0,0
"1035","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"TINY_DATASET",128,128,128,2,0,18326198,18326198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18326198,0,0,2,0,0,0
"1036","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,24,"TOY_DATASET",32,32,32,2,0,15530985,15530985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15530985,0,0,2,0,0,0
