"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_cuda","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_cuda","se_dt_h2d","se_dt_d2h","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"107","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,2,"LARGE_DATASET",2048,2048,0,10,35044335456.9,13002558816.1,16481999872.8,457385.4,3408508870.2,0,3408966255.6,50050622.4,20424178.7,1560023206.38422,755937606.349437,740000468.502669,4803.45886488754,4004443.22999449,0,4009246.68885938,27209563.1729213,11351906.7085762,493322653.489306,239048460.503998,234008695.006013,1518.98706599716,1266316.13676241,0,1267835.12382841,8604419.37646692,3589788.0984846,16481999872.8,234008695.006013,740000468.502669,0,10,10,10
"108","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,4,"LARGE_DATASET",2048,2048,0,10,34419045678.5,5261080645.7,5261080645.7,0,0,0,0,0,0,386597807.543778,859913155.472814,859913155.472814,0,0,0,0,0,0,122252961.026576,271928416.123658,271928416.123658,0,0,0,0,0,0,5261080645.7,271928416.123658,859913155.472814,10,0,0,0
"109","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,6,"LARGE_DATASET",2048,2048,0,10,34457252818.8,4082486978,4082486978,0,0,0,0,0,0,141961510.518253,899634474.43888,899634474.43888,0,0,0,0,0,0,44892171.331563,284489400.083539,284489400.083539,0,0,0,0,0,0,4082486978,284489400.083539,899634474.43888,10,0,0,0
"110","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,8,"LARGE_DATASET",2048,2048,0,10,34509550114.6,3266042716.1,3266042716.1,0,0,0,0,0,0,250562222.054891,1702350690.54954,1702350690.54954,0,0,0,0,0,0,79234731.7286331,538330555.849703,538330555.849703,0,0,0,0,0,0,3266042716.1,538330555.849703,1702350690.54954,10,0,0,0
"111","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,10,"LARGE_DATASET",2048,2048,0,10,34415519278.5,2703181062.9,2703181062.9,0,0,0,0,0,0,418561597.517381,404152378.506143,404152378.506143,0,0,0,0,0,0,132360798.92336,127804203.785389,127804203.785389,0,0,0,0,0,0,2703181062.9,127804203.785389,404152378.506143,10,0,0,0
"112","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,12,"LARGE_DATASET",2048,2048,0,10,34373376114.8,2518868407.2,2518868407.2,0,0,0,0,0,0,411060412.091689,57457243.5022579,57457243.5022579,0,0,0,0,0,0,129988715.813716,18169575.7542045,18169575.7542045,0,0,0,0,0,0,2518868407.2,18169575.7542045,57457243.5022579,10,0,0,0
"113","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,14,"LARGE_DATASET",2048,2048,0,10,34279233186.9,2805267931.7,2805267931.7,0,0,0,0,0,0,245681037.774081,182873349.73762,182873349.73762,0,0,0,0,0,0,77691165.7279961,57829630.8515436,57829630.8515436,0,0,0,0,0,0,2805267931.7,57829630.8515436,182873349.73762,10,0,0,0
"114","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,16,"LARGE_DATASET",2048,2048,0,10,34215607023.8,2264289477.6,2264289477.6,0,0,0,0,0,0,158610751.280148,168456418.501435,168456418.501435,0,0,0,0,0,0,50157123.5435736,53270596.8939065,53270596.8939065,0,0,0,0,0,0,2264289477.6,53270596.8939065,168456418.501435,10,0,0,0
"115","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,18,"LARGE_DATASET",2048,2048,0,10,34211793287.7,2218087217.1,2218087217.1,0,0,0,0,0,0,159343508.281817,172047638.481041,172047638.481041,0,0,0,0,0,0,50388841.6532444,54406240.3653323,54406240.3653323,0,0,0,0,0,0,2218087217.1,54406240.3653323,172047638.481041,10,0,0,0
"116","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,20,"LARGE_DATASET",2048,2048,0,10,34222674929,2254845115.3,2254845115.3,0,0,0,0,0,0,123542758.996646,178821842.50195,178821842.50195,0,0,0,0,0,0,39067650.6850659,56548431.7694064,56548431.7694064,0,0,0,0,0,0,2254845115.3,56548431.7694064,178821842.50195,10,0,0,0
"117","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,22,"LARGE_DATASET",2048,2048,0,10,34218420437.2,2220019749.5,2220019749.5,0,0,0,0,0,0,116225955.268911,197307752.8056,197307752.8056,0,0,0,0,0,0,36753874.1878607,62394189.8875174,62394189.8875174,0,0,0,0,0,0,2220019749.5,62394189.8875174,197307752.8056,10,0,0,0
"118","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,24,"LARGE_DATASET",2048,2048,0,10,34219936302.6,2237268531.1,2237268531.1,0,0,0,0,0,0,97089734.3419693,176042731.038197,176042731.038197,0,0,0,0,0,0,30702469.7941292,55669599.5597122,55669599.5597122,0,0,0,0,0,0,2237268531.1,55669599.5597122,176042731.038197,10,0,0,0
"119","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,1,"LARGE_DATASET",2048,2048,0,10,35512824194.3,20178635958,23652572717.2,457902.2,3407796013.5,0,3408253915.7,47941969.9,17740873.6,1683306343.25657,2092679114.89516,2116533396.53793,3524.62055325739,1384817.75688155,0,1388342.37743481,21516979.5525155,9305051.13750296,532308204.449999,661763241.49339,669306627.68722,1114.58288361362,437917.825599101,0,439032.408482714,6804266.37532196,2942515.533885,23652572717.2,669306627.68722,2116533396.53793,0,10,10,10
"120","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,2,"LARGE_DATASET",2048,2048,0,10,34453075619.7,10157718735.4,10157718735.4,0,0,0,0,0,0,340845236.112065,202750883.330037,202750883.330037,0,0,0,0,0,0,107784727.5732,64115458.8933982,64115458.8933982,0,0,0,0,0,0,10157718735.4,64115458.8933982,202750883.330037,10,0,0,0
"121","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,4,"LARGE_DATASET",2048,2048,0,10,34733567293.4,5419079937.2,5419079937.2,0,0,0,0,0,0,343176511.678219,2163770433.95355,2163770433.95355,0,0,0,0,0,0,108521941.637454,684244290.502415,684244290.502415,0,0,0,0,0,0,5419079937.2,684244290.502415,2163770433.95355,10,0,0,0
"122","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,6,"LARGE_DATASET",2048,2048,0,10,34306810178.7,4950773722.2,4950773722.2,0,0,0,0,0,0,157051536.488842,365475492.67721,365475492.67721,0,0,0,0,0,0,49664056.5333783,115573498.583217,115573498.583217,0,0,0,0,0,0,4950773722.2,115573498.583217,365475492.67721,10,0,0,0
"123","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,8,"LARGE_DATASET",2048,2048,0,10,34399433855,3159436416.6,3159436416.6,0,0,0,0,0,0,265348564.397909,1410022400.06035,1410022400.06035,0,0,0,0,0,0,83910583.7353259,445888233.604786,445888233.604786,0,0,0,0,0,0,3159436416.6,445888233.604786,1410022400.06035,10,0,0,0
"124","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,10,"LARGE_DATASET",2048,2048,0,10,34370701389,2616905445.8,2616905445.8,0,0,0,0,0,0,221804828.042956,369474497.077317,369474497.077317,0,0,0,0,0,0,70140845.2637728,116838094.810955,116838094.810955,0,0,0,0,0,0,2616905445.8,116838094.810955,369474497.077317,10,0,0,0
